Prov,Provinsi,Tanggal,Max. Tanggal,Running Sum of divaksin2 (ribu),divaksin2 (ribu)
Papua,Papua,5/3/2021,5/3/2021,79.499,0.376
Papua Barat,Papua Barat,5/3/2021,5/3/2021,23.913,0.072
Riau,Kepulauan Riau,5/3/2021,5/3/2021,43.991,0.164
Riau,Riau,5/3/2021,5/3/2021,142.062,4.088
Sulawesi Barat,Sulawesi Barat,5/3/2021,5/3/2021,25.244,0.566
Sulawesi Selatan,Sulawesi Selatan,5/3/2021,5/3/2021,271.749,5.633
Sulawesi Tengah,Sulawesi Tengah,5/3/2021,5/3/2021,57.706,1.046
Sulawesi Tenggara,Sulawesi Tenggara,5/3/2021,5/3/2021,43.329,1.059
Sulawesi Utara,Sulawesi Utara,5/3/2021,5/3/2021,89.324,0.211
Sumatera Barat,Sumatera Barat,5/3/2021,5/3/2021,100.652,1.286
Sumatera Selatan,Sumatera Selatan,5/3/2021,5/3/2021,207.224,6.603
Sumatera Utara,Sumatera Utara,5/3/2021,5/3/2021,278.413,6.233
Yogyakarta,Yogyakarta,5/3/2021,5/3/2021,220.798,5.151
Aceh,Aceh,5/4/2021,5/4/2021,92.14,0.899
Bali,Bali,5/4/2021,5/4/2021,291.991,11.173
Bangka Belitung,Bangka Belitung,5/4/2021,5/4/2021,43.406,1.098
Banten,Banten,5/4/2021,5/4/2021,313.048,4.331
Bengkulu,Bengkulu,5/4/2021,5/4/2021,34.817,0.834
Gorontalo,Gorontalo,5/4/2021,5/4/2021,35.747,0.535
Jakarta Raya,Jakarta Raya,5/4/2021,5/4/2021,"1,319.87",26.962
Jambi,Jambi,5/4/2021,5/4/2021,78.914,2.971
Jawa Barat,Jawa Barat,5/4/2021,5/4/2021,"1,200.19",29.941
Jawa Tengah,Jawa Tengah,5/4/2021,5/4/2021,"1,126.579",13.285
Jawa Timur,Jawa Timur,5/4/2021,5/4/2021,"1,131.911",11.957
Kalimantan Barat,Kalimantan Barat,5/4/2021,5/4/2021,93.796,2.04
Kalimantan Selatan,Kalimantan Selatan,5/4/2021,5/4/2021,88.929,2.538
Kalimantan Tengah,Kalimantan Tengah,5/4/2021,5/4/2021,69.709,0.424
Kalimantan Timur,Kalimantan Timur,5/4/2021,5/4/2021,125.887,2.49
Kalimantan Utara,Kalimantan Utara,5/4/2021,5/4/2021,17.224,0.161
Lampung,Lampung,5/4/2021,5/4/2021,138.644,2.443
Maluku,Maluku,5/4/2021,5/4/2021,34.17,0.162
Maluku Utara,Maluku Utara,5/4/2021,5/4/2021,18.84,0.418
Nusa Tenggara Barat,Nusa Tenggara Barat,5/4/2021,5/4/2021,117.246,3.643
Nusa Tenggara Timur,Nusa Tenggara Timur,5/4/2021,5/4/2021,90.278,1.086
Papua,Papua,5/4/2021,5/4/2021,80.587,1.088
Papua Barat,Papua Barat,5/4/2021,5/4/2021,24.164,0.251
Riau,Kepulauan Riau,5/4/2021,5/4/2021,44.453,0.462
Riau,Riau,5/4/2021,5/4/2021,146.811,4.749
Sulawesi Barat,Sulawesi Barat,5/4/2021,5/4/2021,25.923,0.679
Sulawesi Selatan,Sulawesi Selatan,5/4/2021,5/4/2021,275.559,3.81
Sulawesi Tengah,Sulawesi Tengah,5/4/2021,5/4/2021,58.411,0.705
Sulawesi Tenggara,Sulawesi Tenggara,5/4/2021,5/4/2021,44.442,1.113
Sulawesi Utara,Sulawesi Utara,5/4/2021,5/4/2021,89.74,0.416
Sumatera Barat,Sumatera Barat,5/4/2021,5/4/2021,103.3,2.648
Sumatera Selatan,Sumatera Selatan,5/4/2021,5/4/2021,213.108,5.884
Sumatera Utara,Sumatera Utara,5/4/2021,5/4/2021,283.906,5.493
Yogyakarta,Yogyakarta,5/4/2021,5/4/2021,228.69,7.892
Aceh,Aceh,5/5/2021,5/5/2021,93.191,1.051
Bali,Bali,5/5/2021,5/5/2021,303.743,11.752
Bangka Belitung,Bangka Belitung,5/5/2021,5/5/2021,43.707,0.301
Banten,Banten,5/5/2021,5/5/2021,317.394,4.346
Bengkulu,Bengkulu,5/5/2021,5/5/2021,35.698,0.881
Gorontalo,Gorontalo,5/5/2021,5/5/2021,36.383,0.636
Jakarta Raya,Jakarta Raya,5/5/2021,5/5/2021,"1,345.905",26.035
Jambi,Jambi,5/5/2021,5/5/2021,81.404,2.49
Jawa Barat,Jawa Barat,5/5/2021,5/5/2021,"1,228.662",28.472
Jawa Tengah,Jawa Tengah,5/5/2021,5/5/2021,"1,141.641",15.062
Jawa Timur,Jawa Timur,5/5/2021,5/5/2021,"1,145.03",13.119
Kalimantan Barat,Kalimantan Barat,5/5/2021,5/5/2021,96.279,2.483
Kalimantan Selatan,Kalimantan Selatan,5/5/2021,5/5/2021,92.293,3.364
Kalimantan Tengah,Kalimantan Tengah,5/5/2021,5/5/2021,69.974,0.265
Kalimantan Timur,Kalimantan Timur,5/5/2021,5/5/2021,130.883,4.996
Kalimantan Utara,Kalimantan Utara,5/5/2021,5/5/2021,17.423,0.199
Lampung,Lampung,5/5/2021,5/5/2021,142.248,3.604
Maluku,Maluku,5/5/2021,5/5/2021,34.594,0.424
Maluku Utara,Maluku Utara,5/5/2021,5/5/2021,19.331,0.491
Nusa Tenggara Barat,Nusa Tenggara Barat,5/5/2021,5/5/2021,120.87,3.624
Nusa Tenggara Timur,Nusa Tenggara Timur,5/5/2021,5/5/2021,91.467,1.189
Papua,Papua,5/5/2021,5/5/2021,83.258,2.671
Papua Barat,Papua Barat,5/5/2021,5/5/2021,24.422,0.258
Riau,Kepulauan Riau,5/5/2021,5/5/2021,44.809,0.356
Riau,Riau,5/5/2021,5/5/2021,152.191,5.38
Sulawesi Barat,Sulawesi Barat,5/5/2021,5/5/2021,26.36,0.437
Sulawesi Selatan,Sulawesi Selatan,5/5/2021,5/5/2021,280.573,5.014
Sulawesi Tengah,Sulawesi Tengah,5/5/2021,5/5/2021,59.443,1.032
Sulawesi Tenggara,Sulawesi Tenggara,5/5/2021,5/5/2021,47.299,2.857
Sulawesi Utara,Sulawesi Utara,5/5/2021,5/5/2021,90.053,0.313
Sumatera Barat,Sumatera Barat,5/5/2021,5/5/2021,105.195,1.895
Sumatera Selatan,Sumatera Selatan,5/5/2021,5/5/2021,219.367,6.259
Sumatera Utara,Sumatera Utara,5/5/2021,5/5/2021,291.772,7.866
Yogyakarta,Yogyakarta,5/5/2021,5/5/2021,236.162,7.472
Aceh,Aceh,5/6/2021,5/6/2021,94.562,1.371
Bali,Bali,5/6/2021,5/6/2021,317.806,14.063
Bangka Belitung,Bangka Belitung,5/6/2021,5/6/2021,44.123,0.416
Banten,Banten,5/6/2021,5/6/2021,321.63,4.236
Bengkulu,Bengkulu,5/6/2021,5/6/2021,36.771,1.073
Gorontalo,Gorontalo,5/6/2021,5/6/2021,36.916,0.533
Jakarta Raya,Jakarta Raya,5/6/2021,5/6/2021,"1,373.566",27.661
Jambi,Jambi,5/6/2021,5/6/2021,84.482,3.078
Jawa Barat,Jawa Barat,5/6/2021,5/6/2021,"1,259.25",30.588
Jawa Tengah,Jawa Tengah,5/6/2021,5/6/2021,"1,160.683",19.042
Jawa Timur,Jawa Timur,5/6/2021,5/6/2021,"1,158.182",13.152
Kalimantan Barat,Kalimantan Barat,5/6/2021,5/6/2021,98.828,2.549
Kalimantan Selatan,Kalimantan Selatan,5/6/2021,5/6/2021,94.696,2.403
Kalimantan Tengah,Kalimantan Tengah,5/6/2021,5/6/2021,70.294,0.32
Kalimantan Timur,Kalimantan Timur,5/6/2021,5/6/2021,139.476,8.593
Kalimantan Utara,Kalimantan Utara,5/6/2021,5/6/2021,17.527,0.104
Lampung,Lampung,5/6/2021,5/6/2021,145.833,3.585
Maluku,Maluku,5/6/2021,5/6/2021,34.916,0.322
Maluku Utara,Maluku Utara,5/6/2021,5/6/2021,19.785,0.454
Nusa Tenggara Barat,Nusa Tenggara Barat,5/6/2021,5/6/2021,123.334,2.464
Nusa Tenggara Timur,Nusa Tenggara Timur,5/6/2021,5/6/2021,91.838,0.371
Papua,Papua,5/6/2021,5/6/2021,86.406,3.148
Papua Barat,Papua Barat,5/6/2021,5/6/2021,24.664,0.242
Riau,Kepulauan Riau,5/6/2021,5/6/2021,45.225,0.416
Riau,Riau,5/6/2021,5/6/2021,157.67,5.479
Sulawesi Barat,Sulawesi Barat,5/6/2021,5/6/2021,27.046,0.686
Sulawesi Selatan,Sulawesi Selatan,5/6/2021,5/6/2021,285.403,4.83
Sulawesi Tengah,Sulawesi Tengah,5/6/2021,5/6/2021,60.327,0.884
Sulawesi Tenggara,Sulawesi Tenggara,5/6/2021,5/6/2021,49.176,1.877
Sulawesi Utara,Sulawesi Utara,5/6/2021,5/6/2021,90.255,0.202
Sumatera Barat,Sumatera Barat,5/6/2021,5/6/2021,108.007,2.812
Sumatera Selatan,Sumatera Selatan,5/6/2021,5/6/2021,225.334,5.967
Sumatera Utara,Sumatera Utara,5/6/2021,5/6/2021,299.461,7.689
Yogyakarta,Yogyakarta,5/6/2021,5/6/2021,244.572,8.41
Aceh,Aceh,5/7/2021,5/7/2021,95.313,0.751
Bali,Bali,5/7/2021,5/7/2021,333.715,15.909
Bangka Belitung,Bangka Belitung,5/7/2021,5/7/2021,44.297,0.174
Banten,Banten,5/7/2021,5/7/2021,328.104,6.474
Bengkulu,Bengkulu,5/7/2021,5/7/2021,37.114,0.343
Gorontalo,Gorontalo,5/7/2021,5/7/2021,37.322,0.406
Jakarta Raya,Jakarta Raya,5/7/2021,5/7/2021,"1,401.291",27.725
Jambi,Jambi,5/7/2021,5/7/2021,86.14,1.658
Jawa Barat,Jawa Barat,5/7/2021,5/7/2021,"1,283.373",24.123
Jawa Tengah,Jawa Tengah,5/7/2021,5/7/2021,"1,171.722",11.039
Jawa Timur,Jawa Timur,5/7/2021,5/7/2021,"1,166.01",7.828
Kalimantan Barat,Kalimantan Barat,5/7/2021,5/7/2021,100.37,1.542
Kalimantan Selatan,Kalimantan Selatan,5/7/2021,5/7/2021,96.006,1.31
Kalimantan Tengah,Kalimantan Tengah,5/7/2021,5/7/2021,70.433,0.139
Kalimantan Timur,Kalimantan Timur,5/7/2021,5/7/2021,144.035,4.559
Kalimantan Utara,Kalimantan Utara,5/7/2021,5/7/2021,17.549,0.022
Lampung,Lampung,5/7/2021,5/7/2021,147.59,1.757
Maluku,Maluku,5/7/2021,5/7/2021,35.278,0.362
Maluku Utara,Maluku Utara,5/7/2021,5/7/2021,20.226,0.441
Nusa Tenggara Barat,Nusa Tenggara Barat,5/7/2021,5/7/2021,124.774,1.44
Nusa Tenggara Timur,Nusa Tenggara Timur,5/7/2021,5/7/2021,92.457,0.619
Papua,Papua,5/7/2021,5/7/2021,87.46,1.054
Papua Barat,Papua Barat,5/7/2021,5/7/2021,24.889,0.225
Riau,Kepulauan Riau,5/7/2021,5/7/2021,45.531,0.306
Riau,Riau,5/7/2021,5/7/2021,162.61,4.94
Sulawesi Barat,Sulawesi Barat,5/7/2021,5/7/2021,27.383,0.337
Sulawesi Selatan,Sulawesi Selatan,5/7/2021,5/7/2021,290.711,5.308
Sulawesi Tengah,Sulawesi Tengah,5/7/2021,5/7/2021,61.271,0.944
Sulawesi Tenggara,Sulawesi Tenggara,5/7/2021,5/7/2021,50.497,1.321
Sulawesi Utara,Sulawesi Utara,5/7/2021,5/7/2021,90.385,0.13
Sumatera Barat,Sumatera Barat,5/7/2021,5/7/2021,110.224,2.217
Sumatera Selatan,Sumatera Selatan,5/7/2021,5/7/2021,230.148,4.814
Sumatera Utara,Sumatera Utara,5/7/2021,5/7/2021,307.205,7.744
Yogyakarta,Yogyakarta,5/7/2021,5/7/2021,250.354,5.782
Aceh,Aceh,5/8/2021,5/8/2021,95.491,0.178
Bali,Bali,5/8/2021,5/8/2021,350.557,16.842
Bangka Belitung,Bangka Belitung,5/8/2021,5/8/2021,44.828,0.531
Banten,Banten,5/8/2021,5/8/2021,331.513,3.409
Bengkulu,Bengkulu,5/8/2021,5/8/2021,37.275,0.161
Gorontalo,Gorontalo,5/8/2021,5/8/2021,37.383,0.061
Jakarta Raya,Jakarta Raya,5/8/2021,5/8/2021,"1,411.805",10.514
Jambi,Jambi,5/8/2021,5/8/2021,88.801,2.661
Jawa Barat,Jawa Barat,5/8/2021,5/8/2021,"1,302.598",19.225
Jawa Tengah,Jawa Tengah,5/8/2021,5/8/2021,"1,188.623",16.901
Jawa Timur,Jawa Timur,5/8/2021,5/8/2021,"1,174.153",8.143
Kalimantan Barat,Kalimantan Barat,5/8/2021,5/8/2021,101.13,0.76
Kalimantan Selatan,Kalimantan Selatan,5/8/2021,5/8/2021,98.01,2.004
Kalimantan Tengah,Kalimantan Tengah,5/8/2021,5/8/2021,71.338,0.905
Kalimantan Timur,Kalimantan Timur,5/8/2021,5/8/2021,153.385,9.35
Kalimantan Utara,Kalimantan Utara,5/8/2021,5/8/2021,18.223,0.674
Lampung,Lampung,5/8/2021,5/8/2021,149.917,2.327
Maluku,Maluku,5/8/2021,5/8/2021,35.49,0.212
Maluku Utara,Maluku Utara,5/8/2021,5/8/2021,20.417,0.191
Nusa Tenggara Barat,Nusa Tenggara Barat,5/8/2021,5/8/2021,127.355,2.581
Nusa Tenggara Timur,Nusa Tenggara Timur,5/8/2021,5/8/2021,92.973,0.516
Papua,Papua,5/8/2021,5/8/2021,88.28,0.82
Papua Barat,Papua Barat,5/8/2021,5/8/2021,25.065,0.176
Riau,Kepulauan Riau,5/8/2021,5/8/2021,45.642,0.111
Riau,Riau,5/8/2021,5/8/2021,165.774,3.164
Sulawesi Barat,Sulawesi Barat,5/8/2021,5/8/2021,27.783,0.4
Sulawesi Selatan,Sulawesi Selatan,5/8/2021,5/8/2021,302.407,11.696
Sulawesi Tengah,Sulawesi Tengah,5/8/2021,5/8/2021,61.826,0.555
Sulawesi Tenggara,Sulawesi Tenggara,5/8/2021,5/8/2021,51.223,0.726
Sulawesi Utara,Sulawesi Utara,5/8/2021,5/8/2021,90.737,0.352
Sumatera Barat,Sumatera Barat,5/8/2021,5/8/2021,111.637,1.413
Sumatera Selatan,Sumatera Selatan,5/8/2021,5/8/2021,231.897,1.749
Sumatera Utara,Sumatera Utara,5/8/2021,5/8/2021,313.027,5.822
Yogyakarta,Yogyakarta,5/8/2021,5/8/2021,253.028,2.674
Aceh,Aceh,5/9/2021,5/9/2021,95.502,0.011
Bali,Bali,5/9/2021,5/9/2021,355.682,5.125
Banten,Banten,5/9/2021,5/9/2021,331.662,0.149
Gorontalo,Gorontalo,5/9/2021,5/9/2021,37.383,0
Jakarta Raya,Jakarta Raya,5/9/2021,5/9/2021,"1,421.7",9.895
Jambi,Jambi,5/9/2021,5/9/2021,88.801,0
Jawa Barat,Jawa Barat,5/9/2021,5/9/2021,"1,304.504",1.906
Jawa Tengah,Jawa Tengah,5/9/2021,5/9/2021,"1,193.612",4.989
Jawa Timur,Jawa Timur,5/9/2021,5/9/2021,"1,176.969",2.816
Kalimantan Barat,Kalimantan Barat,5/9/2021,5/9/2021,101.221,0.091
Kalimantan Selatan,Kalimantan Selatan,5/9/2021,5/9/2021,98.018,0.008
Kalimantan Tengah,Kalimantan Tengah,5/9/2021,5/9/2021,71.338,0
Kalimantan Timur,Kalimantan Timur,5/9/2021,5/9/2021,156.83,3.445
Kalimantan Utara,Kalimantan Utara,5/9/2021,5/9/2021,18.27,0.047
Lampung,Lampung,5/9/2021,5/9/2021,149.917,0
Maluku,Maluku,5/9/2021,5/9/2021,35.49,0
Maluku Utara,Maluku Utara,5/9/2021,5/9/2021,20.424,0.007
Nusa Tenggara Barat,Nusa Tenggara Barat,5/9/2021,5/9/2021,127.382,0.027
Nusa Tenggara Timur,Nusa Tenggara Timur,5/9/2021,5/9/2021,92.975,0.002
Papua,Papua,5/9/2021,5/9/2021,88.285,0.005
Papua Barat,Papua Barat,5/9/2021,5/9/2021,25.123,0.058
Riau,Kepulauan Riau,5/9/2021,5/9/2021,45.927,0.285
Riau,Riau,5/9/2021,5/9/2021,166.694,0.92
Sulawesi Selatan,Sulawesi Selatan,5/9/2021,5/9/2021,302.729,0.322
Sulawesi Tengah,Sulawesi Tengah,5/9/2021,5/9/2021,61.848,0.022
Sulawesi Tenggara,Sulawesi Tenggara,5/9/2021,5/9/2021,51.223,0
Sumatera Barat,Sumatera Barat,5/9/2021,5/9/2021,111.652,0.015
Sumatera Selatan,Sumatera Selatan,5/9/2021,5/9/2021,231.9,0.003
Sumatera Utara,Sumatera Utara,5/9/2021,5/9/2021,313.562,0.535
Yogyakarta,Yogyakarta,5/9/2021,5/9/2021,253.028,0
Aceh,Aceh,5/10/2021,5/10/2021,95.963,0.461
Bali,Bali,5/10/2021,5/10/2021,378.272,22.59
Bangka Belitung,Bangka Belitung,5/10/2021,5/10/2021,45.757,0.929
Banten,Banten,5/10/2021,5/10/2021,334.646,2.984
Bengkulu,Bengkulu,5/10/2021,5/10/2021,38.089,0.814
Gorontalo,Gorontalo,5/10/2021,5/10/2021,37.609,0.226
Jakarta Raya,Jakarta Raya,5/10/2021,5/10/2021,"1,452.116",30.416
Jambi,Jambi,5/10/2021,5/10/2021,90.746,1.945
Jawa Barat,Jawa Barat,5/10/2021,5/10/2021,"1,323.991",19.487
Jawa Tengah,Jawa Tengah,5/10/2021,5/10/2021,"1,206.635",13.023
Jawa Timur,Jawa Timur,5/10/2021,5/10/2021,"1,190.022",13.053
Kalimantan Barat,Kalimantan Barat,5/10/2021,5/10/2021,103.082,1.861
Kalimantan Selatan,Kalimantan Selatan,5/10/2021,5/10/2021,100.414,2.396
Kalimantan Tengah,Kalimantan Tengah,5/10/2021,5/10/2021,71.878,0.54
Kalimantan Timur,Kalimantan Timur,5/10/2021,5/10/2021,164.698,7.868
Kalimantan Utara,Kalimantan Utara,5/10/2021,5/10/2021,18.461,0.191
Lampung,Lampung,5/10/2021,5/10/2021,152.646,2.729
Maluku,Maluku,5/10/2021,5/10/2021,35.731,0.241
Maluku Utara,Maluku Utara,5/10/2021,5/10/2021,20.832,0.408
Nusa Tenggara Barat,Nusa Tenggara Barat,5/10/2021,5/10/2021,130.127,2.745
Nusa Tenggara Timur,Nusa Tenggara Timur,5/10/2021,5/10/2021,93.795,0.82
Papua,Papua,5/10/2021,5/10/2021,89.522,1.237
Papua Barat,Papua Barat,5/10/2021,5/10/2021,25.402,0.279
Riau,Kepulauan Riau,5/10/2021,5/10/2021,46.093,0.166
Riau,Riau,5/10/2021,5/10/2021,168.786,2.092
Sulawesi Barat,Sulawesi Barat,5/10/2021,5/10/2021,28.25,0.467
Sulawesi Selatan,Sulawesi Selatan,5/10/2021,5/10/2021,312.346,9.617
Sulawesi Tengah,Sulawesi Tengah,5/10/2021,5/10/2021,62.536,0.688
Sulawesi Tenggara,Sulawesi Tenggara,5/10/2021,5/10/2021,52.016,0.793
Sulawesi Utara,Sulawesi Utara,5/10/2021,5/10/2021,91.149,0.412
Sumatera Barat,Sumatera Barat,5/10/2021,5/10/2021,113.104,1.452
Sumatera Selatan,Sumatera Selatan,5/10/2021,5/10/2021,237.801,5.901
Sumatera Utara,Sumatera Utara,5/10/2021,5/10/2021,323.845,10.283
Yogyakarta,Yogyakarta,5/10/2021,5/10/2021,257.234,4.206
Aceh,Aceh,5/11/2021,5/11/2021,96.099,0.136
Bali,Bali,5/11/2021,5/11/2021,385.004,6.732
Bangka Belitung,Bangka Belitung,5/11/2021,5/11/2021,46.226,0.469
Banten,Banten,5/11/2021,5/11/2021,336.023,1.377
Bengkulu,Bengkulu,5/11/2021,5/11/2021,38.233,0.144
Gorontalo,Gorontalo,5/11/2021,5/11/2021,37.625,0.016
Jakarta Raya,Jakarta Raya,5/11/2021,5/11/2021,"1,467.712",15.596
Jambi,Jambi,5/11/2021,5/11/2021,91.5,0.754
Jawa Barat,Jawa Barat,5/11/2021,5/11/2021,"1,334.536",10.545
Jawa Tengah,Jawa Tengah,5/11/2021,5/11/2021,"1,212.564",5.929
Jawa Timur,Jawa Timur,5/11/2021,5/11/2021,"1,201.315",11.293
Kalimantan Barat,Kalimantan Barat,5/11/2021,5/11/2021,104.189,1.107
Kalimantan Selatan,Kalimantan Selatan,5/11/2021,5/11/2021,101.258,0.844
Kalimantan Tengah,Kalimantan Tengah,5/11/2021,5/11/2021,72.088,0.21
Kalimantan Timur,Kalimantan Timur,5/11/2021,5/11/2021,166.466,1.768
Kalimantan Utara,Kalimantan Utara,5/11/2021,5/11/2021,18.529,0.068
Lampung,Lampung,5/11/2021,5/11/2021,153.326,0.68
Maluku,Maluku,5/11/2021,5/11/2021,35.78,0.049
Maluku Utara,Maluku Utara,5/11/2021,5/11/2021,21.139,0.307
Nusa Tenggara Barat,Nusa Tenggara Barat,5/11/2021,5/11/2021,131.174,1.047
Nusa Tenggara Timur,Nusa Tenggara Timur,5/11/2021,5/11/2021,94.995,1.2
Papua,Papua,5/11/2021,5/11/2021,90.28,0.758
Papua Barat,Papua Barat,5/11/2021,5/11/2021,25.7,0.298
Riau,Kepulauan Riau,5/11/2021,5/11/2021,46.395,0.302
Riau,Riau,5/11/2021,5/11/2021,169.436,0.65
Sulawesi Barat,Sulawesi Barat,5/11/2021,5/11/2021,28.285,0.035
Sulawesi Selatan,Sulawesi Selatan,5/11/2021,5/11/2021,317.27,4.924
Sulawesi Tengah,Sulawesi Tengah,5/11/2021,5/11/2021,62.892,0.356
Sulawesi Tenggara,Sulawesi Tenggara,5/11/2021,5/11/2021,52.153,0.137
Sulawesi Utara,Sulawesi Utara,5/11/2021,5/11/2021,91.58,0.431
Sumatera Barat,Sumatera Barat,5/11/2021,5/11/2021,113.48,0.376
Sumatera Selatan,Sumatera Selatan,5/11/2021,5/11/2021,239.667,1.866
Sumatera Utara,Sumatera Utara,5/11/2021,5/11/2021,331.741,7.896
Yogyakarta,Yogyakarta,5/11/2021,5/11/2021,259.892,2.658
Aceh,Aceh,5/12/2021,5/12/2021,96.121,0.022
Bali,Bali,5/12/2021,5/12/2021,387.186,2.182
Bangka Belitung,Bangka Belitung,5/12/2021,5/12/2021,46.314,0.088
Banten,Banten,5/12/2021,5/12/2021,336.342,0.319
Bengkulu,Bengkulu,5/12/2021,5/12/2021,38.24,0.007
Jakarta Raya,Jakarta Raya,5/12/2021,5/12/2021,"1,475.491",7.779
Jambi,Jambi,5/12/2021,5/12/2021,91.567,0.067
Jawa Barat,Jawa Barat,5/12/2021,5/12/2021,"1,339.838",5.302
Jawa Tengah,Jawa Tengah,5/12/2021,5/12/2021,"1,214.674",2.11
Jawa Timur,Jawa Timur,5/12/2021,5/12/2021,"1,207.471",6.156
Kalimantan Barat,Kalimantan Barat,5/12/2021,5/12/2021,104.342,0.153
Kalimantan Selatan,Kalimantan Selatan,5/12/2021,5/12/2021,101.276,0.018
Kalimantan Tengah,Kalimantan Tengah,5/12/2021,5/12/2021,72.208,0.12
Kalimantan Timur,Kalimantan Timur,5/12/2021,5/12/2021,166.713,0.247
Lampung,Lampung,5/12/2021,5/12/2021,153.403,0.077
Maluku,Maluku,5/12/2021,5/12/2021,35.873,0.093
Maluku Utara,Maluku Utara,5/12/2021,5/12/2021,21.185,0.046
Nusa Tenggara Barat,Nusa Tenggara Barat,5/12/2021,5/12/2021,131.231,0.057
Nusa Tenggara Timur,Nusa Tenggara Timur,5/12/2021,5/12/2021,95.37,0.375
Papua,Papua,5/12/2021,5/12/2021,90.424,0.144
Papua Barat,Papua Barat,5/12/2021,5/12/2021,25.708,0.008
Riau,Kepulauan Riau,5/12/2021,5/12/2021,46.395,0
Riau,Riau,5/12/2021,5/12/2021,169.453,0.017
Sulawesi Barat,Sulawesi Barat,5/12/2021,5/12/2021,28.307,0.022
Sulawesi Selatan,Sulawesi Selatan,5/12/2021,5/12/2021,317.66,0.39
Sulawesi Tengah,Sulawesi Tengah,5/12/2021,5/12/2021,62.94,0.048
Sulawesi Tenggara,Sulawesi Tenggara,5/12/2021,5/12/2021,52.163,0.01
Sulawesi Utara,Sulawesi Utara,5/12/2021,5/12/2021,91.849,0.269
Sumatera Barat,Sumatera Barat,5/12/2021,5/12/2021,113.509,0.029
Sumatera Selatan,Sumatera Selatan,5/12/2021,5/12/2021,239.719,0.052
Sumatera Utara,Sumatera Utara,5/12/2021,5/12/2021,333.981,2.24
Yogyakarta,Yogyakarta,5/12/2021,5/12/2021,260.413,0.521
Aceh,Aceh,5/13/2021,5/13/2021,96.142,0.021
Bali,Bali,5/13/2021,5/13/2021,387.248,0.062
Bangka Belitung,Bangka Belitung,5/13/2021,5/13/2021,46.315,0.001
Banten,Banten,5/13/2021,5/13/2021,336.353,0.011
Jakarta Raya,Jakarta Raya,5/13/2021,5/13/2021,"1,475.701",0.21
Jambi,Jambi,5/13/2021,5/13/2021,91.567,0
Jawa Barat,Jawa Barat,5/13/2021,5/13/2021,"1,339.849",0.011
Jawa Tengah,Jawa Tengah,5/13/2021,5/13/2021,"1,214.677",0.003
Jawa Timur,Jawa Timur,5/13/2021,5/13/2021,"1,207.499",0.028
Kalimantan Barat,Kalimantan Barat,5/13/2021,5/13/2021,104.359,0.017
Kalimantan Selatan,Kalimantan Selatan,5/13/2021,5/13/2021,101.276,0
Kalimantan Tengah,Kalimantan Tengah,5/13/2021,5/13/2021,72.209,0.001
Kalimantan Timur,Kalimantan Timur,5/13/2021,5/13/2021,166.719,0.006
Kalimantan Utara,Kalimantan Utara,5/13/2021,5/13/2021,18.53,0.001
Lampung,Lampung,5/13/2021,5/13/2021,153.408,0.005
Nusa Tenggara Barat,Nusa Tenggara Barat,5/13/2021,5/13/2021,131.234,0.003
Nusa Tenggara Timur,Nusa Tenggara Timur,5/13/2021,5/13/2021,95.379,0.009
Papua,Papua,5/13/2021,5/13/2021,90.426,0.002
Riau,Kepulauan Riau,5/13/2021,5/13/2021,46.395,0
Riau,Riau,5/13/2021,5/13/2021,169.473,0.02
Sulawesi Selatan,Sulawesi Selatan,5/13/2021,5/13/2021,317.682,0.022
Sulawesi Tengah,Sulawesi Tengah,5/13/2021,5/13/2021,62.949,0.009
Sulawesi Tenggara,Sulawesi Tenggara,5/13/2021,5/13/2021,52.167,0.004
Sulawesi Utara,Sulawesi Utara,5/13/2021,5/13/2021,91.852,0.003
Sumatera Barat,Sumatera Barat,5/13/2021,5/13/2021,113.565,0.056
Sumatera Selatan,Sumatera Selatan,5/13/2021,5/13/2021,239.792,0.073
Sumatera Utara,Sumatera Utara,5/13/2021,5/13/2021,335.067,1.086
Yogyakarta,Yogyakarta,5/13/2021,5/13/2021,260.414,0.001
Aceh,Aceh,5/14/2021,5/14/2021,96.146,0.004
Bali,Bali,5/14/2021,5/14/2021,387.893,0.645
Banten,Banten,5/14/2021,5/14/2021,336.362,0.009
Jakarta Raya,Jakarta Raya,5/14/2021,5/14/2021,"1,475.939",0.238
Jambi,Jambi,5/14/2021,5/14/2021,91.568,0.001
Jawa Barat,Jawa Barat,5/14/2021,5/14/2021,"1,339.893",0.044
Jawa Tengah,Jawa Tengah,5/14/2021,5/14/2021,"1,214.749",0.072
Jawa Timur,Jawa Timur,5/14/2021,5/14/2021,"1,207.524",0.025
Kalimantan Barat,Kalimantan Barat,5/14/2021,5/14/2021,104.36,0.001
Kalimantan Selatan,Kalimantan Selatan,5/14/2021,5/14/2021,101.277,0.001
Kalimantan Timur,Kalimantan Timur,5/14/2021,5/14/2021,166.837,0.118
Kalimantan Utara,Kalimantan Utara,5/14/2021,5/14/2021,18.531,0.001
Lampung,Lampung,5/14/2021,5/14/2021,153.411,0.003
Maluku,Maluku,5/14/2021,5/14/2021,35.889,0.016
Maluku Utara,Maluku Utara,5/14/2021,5/14/2021,21.195,0.01
Nusa Tenggara Barat,Nusa Tenggara Barat,5/14/2021,5/14/2021,131.235,0.001
