Provinsi,Tanggal,Running Sum of divaksin1 (ribu),divaksin1 (ribu)
Sulawesi Utara,5/29/2021,189.715,0.745
Sulawesi Utara,5/30/2021,189.772,0.057
Sulawesi Utara,5/31/2021,193.044,3.272
Sulawesi Utara,6/1/2021,193.114,0.07
Sulawesi Utara,6/2/2021,196.468,3.354
Sulawesi Utara,6/3/2021,200.612,4.144
Sulawesi Utara,6/4/2021,203.735,3.123
Sulawesi Utara,6/5/2021,204.65,0.915
Sulawesi Utara,6/6/2021,204.69,0.04
Sulawesi Utara,6/7/2021,207.557,2.867
Sulawesi Utara,6/8/2021,211.275,3.718
Sulawesi Utara,6/9/2021,217.192,5.917
Sulawesi Utara,6/10/2021,223.922,6.73
Sulawesi Utara,6/11/2021,230.665,6.743
Sulawesi Utara,6/12/2021,232.982,2.317
Sulawesi Utara,6/13/2021,233.296,0.314
Sulawesi Utara,6/14/2021,241.324,8.028
Sulawesi Utara,6/15/2021,250.395,9.071
Sulawesi Utara,6/16/2021,260.749,10.354
Sulawesi Utara,6/17/2021,270.851,10.102
Sulawesi Utara,6/18/2021,280.552,9.701
Sulawesi Utara,6/19/2021,284.003,3.451
Sulawesi Utara,6/20/2021,284.095,0.092
Sulawesi Utara,6/21/2021,298.417,14.322
Sulawesi Utara,6/22/2021,316.274,17.857
Sulawesi Utara,6/23/2021,335.928,19.654
Sulawesi Utara,6/24/2021,354.436,18.508
Sulawesi Utara,6/25/2021,371.029,16.593
Sulawesi Utara,6/26/2021,387.389,16.36
Sulawesi Utara,6/27/2021,388.288,0.899
Sulawesi Utara,6/28/2021,410.461,22.173
Sulawesi Utara,6/29/2021,435.765,25.304
Sulawesi Utara,6/30/2021,465.151,29.386
Sulawesi Utara,7/1/2021,484.59,19.439
Sulawesi Utara,7/2/2021,507.426,22.836
Sulawesi Utara,7/3/2021,516.824,9.398
Sulawesi Utara,7/4/2021,518.54,1.716
Sulawesi Utara,7/5/2021,549.159,30.619
Sulawesi Utara,7/6/2021,578.2,29.041
Sulawesi Utara,7/7/2021,605.508,27.308
Sulawesi Utara,7/8/2021,627.96,22.452
Sulawesi Utara,7/9/2021,648.601,20.641
Sulawesi Utara,7/10/2021,657.257,8.656
Sulawesi Utara,7/11/2021,658.086,0.829
Sulawesi Utara,7/12/2021,672.295,14.209
Sulawesi Utara,7/13/2021,687.632,15.337
Sulawesi Utara,7/14/2021,695.896,8.264
Sumatera Barat,1/14/2021,0.005,0.005
Sumatera Barat,1/15/2021,0.017,0.012
Sumatera Barat,1/16/2021,0.053,0.036
Sumatera Barat,1/17/2021,0.054,0.001
Sumatera Barat,1/18/2021,0.17,0.116
Sumatera Barat,1/19/2021,0.251,0.081
Sumatera Barat,1/20/2021,0.423,0.172
Sumatera Barat,1/21/2021,0.692,0.269
Sumatera Barat,1/22/2021,1.126,0.434
Sumatera Barat,1/23/2021,1.441,0.315
Sumatera Barat,1/25/2021,1.793,0.352
Sumatera Barat,1/26/2021,2.239,0.446
Sumatera Barat,1/27/2021,2.603,0.364
Sumatera Barat,1/28/2021,3.149,0.546
Sumatera Barat,1/29/2021,3.842,0.693
Sumatera Barat,1/30/2021,4.428,0.586
Sumatera Barat,1/31/2021,5.292,0.864
Sumatera Barat,2/1/2021,6.312,1.02
Sumatera Barat,2/2/2021,7.891,1.579
Sumatera Barat,2/3/2021,10.07,2.179
Sumatera Barat,2/4/2021,12.397,2.327
Sumatera Barat,2/5/2021,13.896,1.499
Sumatera Barat,2/6/2021,14.803,0.907
Sumatera Barat,2/7/2021,14.827,0.024
Sumatera Barat,2/8/2021,15.97,1.143
Sumatera Barat,2/9/2021,17.054,1.084
Sumatera Barat,2/10/2021,17.933,0.879
Sumatera Barat,2/11/2021,18.906,0.973
Sumatera Barat,2/12/2021,18.913,0.007
Sumatera Barat,2/13/2021,19.263,0.35
Sumatera Barat,2/14/2021,19.289,0.026
Sumatera Barat,2/15/2021,20.17,0.881
Sumatera Barat,2/16/2021,21.581,1.411
Sumatera Barat,2/17/2021,23.044,1.463
Sumatera Barat,2/18/2021,24.971,1.927
Sumatera Barat,2/19/2021,25.689,0.718
Sumatera Barat,2/20/2021,26.627,0.938
Sumatera Barat,2/21/2021,26.657,0.03
Sumatera Barat,2/22/2021,27.666,1.009
Sumatera Barat,2/23/2021,28.384,0.718
Sumatera Barat,2/24/2021,29.213,0.829
Sumatera Barat,2/25/2021,29.885,0.672
Sumatera Barat,2/26/2021,30.328,0.443
Sumatera Barat,2/27/2021,30.611,0.283
Sumatera Barat,2/28/2021,30.872,0.261
Sumatera Barat,3/1/2021,31.287,0.415
Sumatera Barat,3/2/2021,32.156,0.869
Sumatera Barat,3/3/2021,33.619,1.463
Sumatera Barat,3/4/2021,35.771,2.152
Sumatera Barat,3/5/2021,37.71,1.939
Sumatera Barat,3/6/2021,39.461,1.751
Sumatera Barat,3/7/2021,39.463,0.002
Sumatera Barat,3/8/2021,42.508,3.045
Sumatera Barat,3/9/2021,46.584,4.076
Sumatera Barat,3/10/2021,50.474,3.89
Sumatera Barat,3/11/2021,50.875,0.401
Sumatera Barat,3/12/2021,53.636,2.761
Sumatera Barat,3/13/2021,55.572,1.936
Sumatera Barat,3/14/2021,55.575,0.003
Sumatera Barat,3/15/2021,58.401,2.826
Sumatera Barat,3/16/2021,61.934,3.533
Sumatera Barat,3/17/2021,65.382,3.448
Sumatera Barat,3/18/2021,68.854,3.472
Sumatera Barat,3/19/2021,71.47,2.616
Sumatera Barat,3/20/2021,72.866,1.396
Sumatera Barat,3/21/2021,72.935,0.069
Sumatera Barat,3/22/2021,75.382,2.447
Sumatera Barat,3/23/2021,78.159,2.777
Sumatera Barat,3/24/2021,82.283,4.124
Sumatera Barat,3/25/2021,87.31,5.027
Sumatera Barat,3/26/2021,91.066,3.756
Sumatera Barat,3/27/2021,92.854,1.788
Sumatera Barat,3/28/2021,92.854,0
Sumatera Barat,3/29/2021,96.977,4.123
Sumatera Barat,3/30/2021,100.292,3.315
Sumatera Barat,3/31/2021,103.216,2.924
Sumatera Barat,4/1/2021,106.554,3.338
Sumatera Barat,4/2/2021,106.583,0.029
Sumatera Barat,4/3/2021,107.654,1.071
Sumatera Barat,4/4/2021,107.656,0.002
Sumatera Barat,4/5/2021,110.115,2.459
Sumatera Barat,4/6/2021,114.587,4.472
Sumatera Barat,4/7/2021,117.594,3.007
Sumatera Barat,4/8/2021,122.304,4.71
Sumatera Barat,4/9/2021,125.853,3.549
Sumatera Barat,4/10/2021,128.718,2.865
Sumatera Barat,4/11/2021,128.761,0.043
Sumatera Barat,4/12/2021,131.987,3.226
Sumatera Barat,4/13/2021,132.48,0.493
Sumatera Barat,4/14/2021,133.004,0.524
Sumatera Barat,4/15/2021,133.786,0.782
Sumatera Barat,4/16/2021,134.164,0.378
Sumatera Barat,4/17/2021,134.642,0.478
Sumatera Barat,4/18/2021,134.73,0.088
Sumatera Barat,4/19/2021,136.074,1.344
Sumatera Barat,4/20/2021,137.669,1.595
Sumatera Barat,4/21/2021,139.277,1.608
Sumatera Barat,4/22/2021,141.406,2.129
Sumatera Barat,4/23/2021,142.647,1.241
Sumatera Barat,4/24/2021,143.651,1.004
Sumatera Barat,4/25/2021,143.667,0.016
Sumatera Barat,4/26/2021,145.256,1.589
Sumatera Barat,4/27/2021,147.069,1.813
Sumatera Barat,4/28/2021,148.652,1.583
Sumatera Barat,4/29/2021,150.24,1.588
Sumatera Barat,4/30/2021,151.574,1.334
Sumatera Barat,5/1/2021,151.582,0.008
Sumatera Barat,5/2/2021,151.589,0.007
Sumatera Barat,5/3/2021,152.754,1.165
Sumatera Barat,5/4/2021,154.565,1.811
Sumatera Barat,5/5/2021,156.153,1.588
Sumatera Barat,5/6/2021,157.187,1.034
Sumatera Barat,5/7/2021,157.592,0.405
Sumatera Barat,5/8/2021,157.852,0.26
Sumatera Barat,5/9/2021,157.852,0
Sumatera Barat,5/10/2021,158.44,0.588
Sumatera Barat,5/11/2021,158.486,0.046
Sumatera Barat,5/12/2021,158.495,0.009
Sumatera Barat,5/13/2021,158.496,0.001
Sumatera Barat,5/14/2021,158.497,0.001
Sumatera Barat,5/15/2021,158.5,0.003
Sumatera Barat,5/17/2021,158.721,0.221
Sumatera Barat,5/18/2021,159.553,0.832
Sumatera Barat,5/19/2021,161.981,2.428
Sumatera Barat,5/20/2021,164.032,2.051
Sumatera Barat,5/21/2021,165.772,1.74
Sumatera Barat,5/22/2021,167.332,1.56
Sumatera Barat,5/23/2021,167.88,0.548
Sumatera Barat,5/24/2021,171.321,3.441
Sumatera Barat,5/25/2021,173.929,2.608
Sumatera Barat,5/26/2021,173.941,0.012
Sumatera Barat,5/27/2021,176.44,2.499
Sumatera Barat,5/28/2021,177.713,1.273
Sumatera Barat,5/29/2021,178.925,1.212
Sumatera Barat,5/30/2021,178.982,0.057
Sumatera Barat,5/31/2021,180.714,1.732
Sumatera Barat,6/1/2021,180.72,0.006
Sumatera Barat,6/2/2021,182.88,2.16
Sumatera Barat,6/3/2021,184.895,2.015
Sumatera Barat,6/4/2021,186.241,1.346
Sumatera Barat,6/5/2021,187.313,1.072
Sumatera Barat,6/6/2021,187.34,0.027
Sumatera Barat,6/7/2021,188.782,1.442
Sumatera Barat,6/8/2021,190.412,1.63
Sumatera Barat,6/9/2021,192.164,1.752
Sumatera Barat,6/10/2021,193.99,1.826
Sumatera Barat,6/11/2021,194.939,0.949
Sumatera Barat,6/12/2021,195.857,0.918
Sumatera Barat,6/13/2021,195.876,0.019
Sumatera Barat,6/14/2021,198.148,2.272
Sumatera Barat,6/15/2021,201.08,2.932
Sumatera Barat,6/16/2021,204.316,3.236
Sumatera Barat,6/17/2021,207.67,3.354
Sumatera Barat,6/18/2021,210.327,2.657
Sumatera Barat,6/19/2021,212.966,2.639
Sumatera Barat,6/20/2021,213.534,0.568
Sumatera Barat,6/21/2021,220.983,7.449
Sumatera Barat,6/22/2021,228.155,7.172
Sumatera Barat,6/23/2021,235.943,7.788
Sumatera Barat,6/24/2021,242.752,6.809
Sumatera Barat,6/25/2021,250.105,7.353
Sumatera Barat,6/26/2021,270.446,20.341
Sumatera Barat,6/27/2021,271.649,1.203
Sumatera Barat,6/28/2021,284.979,13.33
Sumatera Barat,6/29/2021,298.581,13.602
Sumatera Barat,6/30/2021,311.867,13.286
Sumatera Barat,7/1/2021,322.574,10.707
Sumatera Barat,7/2/2021,329.022,6.448
Sumatera Barat,7/3/2021,340.448,11.426
Sumatera Barat,7/4/2021,342.082,1.634
Sumatera Barat,7/5/2021,357.127,15.045
Sumatera Barat,7/6/2021,373.074,15.947
Sumatera Barat,7/7/2021,390.485,17.411
Sumatera Barat,7/8/2021,407.56,17.075
Sumatera Barat,7/9/2021,418.288,10.728
Sumatera Barat,7/10/2021,430.348,12.06
Sumatera Barat,7/11/2021,431.472,1.124
Sumatera Barat,7/12/2021,444.681,13.209
Sumatera Barat,7/13/2021,459.453,14.772
Sumatera Barat,7/14/2021,473.614,14.161
Sumatera Selatan,1/13/2021,0,0
Sumatera Selatan,1/14/2021,0.069,0.069
Sumatera Selatan,1/15/2021,0.17,0.101
Sumatera Selatan,1/16/2021,0.17,0
Sumatera Selatan,1/17/2021,0.18,0.01
Sumatera Selatan,1/18/2021,0.632,0.452
Sumatera Selatan,1/19/2021,1.099,0.467
Sumatera Selatan,1/20/2021,1.747,0.648
Sumatera Selatan,1/21/2021,2.414,0.667
Sumatera Selatan,1/22/2021,3.027,0.613
Sumatera Selatan,1/23/2021,3.178,0.151
Sumatera Selatan,1/24/2021,3.193,0.015
Sumatera Selatan,1/25/2021,3.885,0.692
Sumatera Selatan,1/26/2021,4.972,1.087
Sumatera Selatan,1/27/2021,6.673,1.701
Sumatera Selatan,1/28/2021,8.157,1.484
Sumatera Selatan,1/29/2021,9.352,1.195
Sumatera Selatan,1/30/2021,9.814,0.462
Sumatera Selatan,1/31/2021,9.996,0.182
Sumatera Selatan,2/1/2021,11.289,1.293
Sumatera Selatan,2/2/2021,14.8,3.511
Sumatera Selatan,2/3/2021,18.615,3.815
Sumatera Selatan,2/4/2021,22.443,3.828
Sumatera Selatan,2/5/2021,25.226,2.783
Sumatera Selatan,2/6/2021,26.279,1.053
Sumatera Selatan,2/7/2021,26.286,0.007
Sumatera Selatan,2/8/2021,28.384,2.098
Sumatera Selatan,2/9/2021,30.23,1.846
Sumatera Selatan,2/10/2021,31.572,1.342
Sumatera Selatan,2/11/2021,32.415,0.843
Sumatera Selatan,2/12/2021,32.455,0.04
Sumatera Selatan,2/13/2021,32.712,0.257
Sumatera Selatan,2/14/2021,32.824,0.112
Sumatera Selatan,2/15/2021,33.893,1.069
Sumatera Selatan,2/16/2021,35.132,1.239
Sumatera Selatan,2/17/2021,36.199,1.067
Sumatera Selatan,2/18/2021,37.353,1.154
Sumatera Selatan,2/19/2021,38.142,0.789
Sumatera Selatan,2/20/2021,38.454,0.312
Sumatera Selatan,2/21/2021,38.464,0.01
Sumatera Selatan,2/22/2021,39.407,0.943
Sumatera Selatan,2/23/2021,40.317,0.91
Sumatera Selatan,2/24/2021,41.098,0.781
Sumatera Selatan,2/25/2021,41.627,0.529
Sumatera Selatan,2/26/2021,41.968,0.341
Sumatera Selatan,2/27/2021,42.081,0.113
Sumatera Selatan,2/28/2021,42.086,0.005
Sumatera Selatan,3/1/2021,43.335,1.249
Sumatera Selatan,3/2/2021,46.207,2.872
Sumatera Selatan,3/3/2021,50.266,4.059
Sumatera Selatan,3/4/2021,56.635,6.369
Sumatera Selatan,3/5/2021,62.347,5.712
Sumatera Selatan,3/6/2021,64.985,2.638
Sumatera Selatan,3/7/2021,65.515,0.53
Sumatera Selatan,3/8/2021,73.356,7.841
Sumatera Selatan,3/9/2021,81.026,7.67
Sumatera Selatan,3/10/2021,89.347,8.321
Sumatera Selatan,3/11/2021,89.866,0.519
Sumatera Selatan,3/12/2021,94.54,4.674
Sumatera Selatan,3/13/2021,95.748,1.208
Sumatera Selatan,3/14/2021,95.859,0.111
Sumatera Selatan,3/15/2021,102.58,6.721
Sumatera Selatan,3/16/2021,107.549,4.969
Sumatera Selatan,3/17/2021,112.287,4.738
Sumatera Selatan,3/18/2021,117.483,5.196
Sumatera Selatan,3/19/2021,121.052,3.569
Sumatera Selatan,3/20/2021,122.45,1.398
Sumatera Selatan,3/21/2021,122.525,0.075
Sumatera Selatan,3/22/2021,129.153,6.628
Sumatera Selatan,3/23/2021,137.586,8.433
Sumatera Selatan,3/24/2021,148.091,10.505
Sumatera Selatan,3/25/2021,160.345,12.254
Sumatera Selatan,3/26/2021,167.686,7.341
Sumatera Selatan,3/27/2021,171.708,4.022
Sumatera Selatan,3/28/2021,171.823,0.115
Sumatera Selatan,3/29/2021,186.516,14.693
Sumatera Selatan,3/30/2021,196.889,10.373
Sumatera Selatan,3/31/2021,206.107,9.218
Sumatera Selatan,4/1/2021,211.728,5.621
Sumatera Selatan,4/2/2021,211.766,0.038
Sumatera Selatan,4/3/2021,213.232,1.466
Sumatera Selatan,4/4/2021,213.234,0.002
Sumatera Selatan,4/5/2021,219.514,6.28
Sumatera Selatan,4/6/2021,225.646,6.132
Sumatera Selatan,4/7/2021,232.299,6.653
Sumatera Selatan,4/8/2021,239.57,7.271
Sumatera Selatan,4/9/2021,245.76,6.19
Sumatera Selatan,4/10/2021,248.231,2.471
Sumatera Selatan,4/11/2021,248.345,0.114
Sumatera Selatan,4/12/2021,257.73,9.385
Sumatera Selatan,4/13/2021,261.632,3.902
Sumatera Selatan,4/14/2021,265.365,3.733
Sumatera Selatan,4/15/2021,269.097,3.732
Sumatera Selatan,4/16/2021,271.107,2.01
Sumatera Selatan,4/17/2021,272.703,1.596
Sumatera Selatan,4/18/2021,272.72,0.017
Sumatera Selatan,4/19/2021,278.363,5.643
Sumatera Selatan,4/20/2021,283.323,4.96
Sumatera Selatan,4/21/2021,287.45,4.127
Sumatera Selatan,4/22/2021,292.279,4.829
Sumatera Selatan,4/23/2021,294.752,2.473
Sumatera Selatan,4/24/2021,296.342,1.59
Sumatera Selatan,4/25/2021,296.345,0.003
Sumatera Selatan,4/26/2021,300.682,4.337
Sumatera Selatan,4/27/2021,304.364,3.682
Sumatera Selatan,4/28/2021,307.97,3.606
Sumatera Selatan,4/29/2021,311.919,3.949
Sumatera Selatan,4/30/2021,313.98,2.061
Sumatera Selatan,5/1/2021,314.176,0.196
Sumatera Selatan,5/2/2021,314.191,0.015
Sumatera Selatan,5/3/2021,316.804,2.613
Sumatera Selatan,5/4/2021,319.451,2.647
Sumatera Selatan,5/5/2021,321.854,2.403
Sumatera Selatan,5/6/2021,324.055,2.201
Sumatera Selatan,5/7/2021,325.576,1.521
Sumatera Selatan,5/8/2021,326.498,0.922
Sumatera Selatan,5/9/2021,326.5,0.002
Sumatera Selatan,5/10/2021,328.185,1.685
Sumatera Selatan,5/11/2021,329.137,0.952
Sumatera Selatan,5/12/2021,329.144,0.007
Sumatera Selatan,5/13/2021,329.146,0.002
Sumatera Selatan,5/14/2021,329.146,0
Sumatera Selatan,5/15/2021,329.148,0.002
Sumatera Selatan,5/16/2021,329.148,0
Sumatera Selatan,5/17/2021,329.869,0.721
Sumatera Selatan,5/18/2021,331.856,1.987
Sumatera Selatan,5/19/2021,335.192,3.336
Sumatera Selatan,5/20/2021,338.871,3.679
Sumatera Selatan,5/21/2021,341.854,2.983
Sumatera Selatan,5/22/2021,343.142,1.288
Sumatera Selatan,5/23/2021,343.148,0.006
Sumatera Selatan,5/24/2021,347.279,4.131
Sumatera Selatan,5/25/2021,350.946,3.667
Sumatera Selatan,5/26/2021,351.006,0.06
Sumatera Selatan,5/27/2021,354.522,3.516
Sumatera Selatan,5/28/2021,357.111,2.589
Sumatera Selatan,5/29/2021,358.799,1.688
Sumatera Selatan,5/30/2021,358.802,0.003
Sumatera Selatan,5/31/2021,361.942,3.14
Sumatera Selatan,6/1/2021,361.974,0.032
Sumatera Selatan,6/2/2021,366.635,4.661
Sumatera Selatan,6/3/2021,370.555,3.92
Sumatera Selatan,6/4/2021,373.873,3.318
Sumatera Selatan,6/5/2021,375.453,1.58
Sumatera Selatan,6/6/2021,375.458,0.005
Sumatera Selatan,6/7/2021,380.687,5.229
Sumatera Selatan,6/8/2021,386.745,6.058
Sumatera Selatan,6/9/2021,392.746,6.001
Sumatera Selatan,6/10/2021,400.136,7.39
Sumatera Selatan,6/11/2021,404.678,4.542
Sumatera Selatan,6/12/2021,407.342,2.664
Sumatera Selatan,6/13/2021,407.949,0.607
Sumatera Selatan,6/14/2021,416.942,8.993
Sumatera Selatan,6/15/2021,426.589,9.647
Sumatera Selatan,6/16/2021,435.631,9.042
Sumatera Selatan,6/17/2021,446.159,10.528
Sumatera Selatan,6/18/2021,455.258,9.099
Sumatera Selatan,6/19/2021,458.845,3.587
Sumatera Selatan,6/20/2021,459.705,0.86
Sumatera Selatan,6/21/2021,468.354,8.649
Sumatera Selatan,6/22/2021,475.32,6.966
Sumatera Selatan,6/23/2021,482.917,7.597
Sumatera Selatan,6/24/2021,490.202,7.285
Sumatera Selatan,6/25/2021,497.154,6.952
Sumatera Selatan,6/26/2021,564.1,66.946
Sumatera Selatan,6/27/2021,565.936,1.836
Sumatera Selatan,6/28/2021,595.866,29.93
Sumatera Selatan,6/29/2021,630.973,35.107
Sumatera Selatan,6/30/2021,661.688,30.715
Sumatera Selatan,7/1/2021,692.802,31.114
Sumatera Selatan,7/2/2021,705.531,12.729
Sumatera Selatan,7/3/2021,715.398,9.867
Sumatera Selatan,7/4/2021,715.889,0.491
Sumatera Selatan,7/5/2021,735.571,19.682
Sumatera Selatan,7/6/2021,750.16,14.589
Sumatera Selatan,7/7/2021,763.522,13.362
Sumatera Selatan,7/8/2021,778.521,14.999
Sumatera Selatan,7/9/2021,794.657,16.136
Sumatera Selatan,7/10/2021,803.997,9.34
Sumatera Selatan,7/11/2021,804.568,0.571
Sumatera Selatan,7/12/2021,821.735,17.167
Sumatera Selatan,7/13/2021,837.966,16.231
Sumatera Selatan,7/14/2021,850.572,12.606
Sumatera Utara,1/13/2021,0,0
Sumatera Utara,1/14/2021,0.098,0.098
Sumatera Utara,1/15/2021,0.297,0.199
Sumatera Utara,1/16/2021,0.387,0.09
Sumatera Utara,1/17/2021,0.395,0.008
Sumatera Utara,1/18/2021,0.794,0.399
Sumatera Utara,1/19/2021,1.333,0.539
Sumatera Utara,1/20/2021,2.56,1.227
Sumatera Utara,1/21/2021,3.836,1.276
Sumatera Utara,1/22/2021,5.192,1.356
Sumatera Utara,1/23/2021,5.878,0.686
Sumatera Utara,1/24/2021,5.928,0.05
Sumatera Utara,1/25/2021,7.325,1.397
Sumatera Utara,1/26/2021,8.066,0.741
Sumatera Utara,1/27/2021,8.988,0.922
Sumatera Utara,1/28/2021,10.039,1.051
Sumatera Utara,1/29/2021,10.932,0.893
Sumatera Utara,1/30/2021,11.283,0.351
Sumatera Utara,1/31/2021,11.306,0.023
Sumatera Utara,2/1/2021,12.673,1.367
Sumatera Utara,2/2/2021,13.534,0.861
Sumatera Utara,2/3/2021,15.112,1.578
Sumatera Utara,2/4/2021,18.178,3.066
Sumatera Utara,2/5/2021,21.668,3.49
Sumatera Utara,2/6/2021,24.621,2.953
Sumatera Utara,2/7/2021,24.973,0.352
Sumatera Utara,2/8/2021,28.877,3.904
Sumatera Utara,2/9/2021,33.584,4.707
Sumatera Utara,2/10/2021,40.072,6.488
Sumatera Utara,2/11/2021,44.96,4.888
Sumatera Utara,2/12/2021,45.412,0.452
Sumatera Utara,2/13/2021,46.88,1.468
Sumatera Utara,2/14/2021,47.343,0.463
Sumatera Utara,2/15/2021,50.32,2.977
Sumatera Utara,2/16/2021,53.627,3.307
Sumatera Utara,2/17/2021,56.847,3.22
Sumatera Utara,2/18/2021,59.465,2.618
Sumatera Utara,2/19/2021,61.425,1.96
Sumatera Utara,2/20/2021,62.153,0.728
Sumatera Utara,2/21/2021,62.177,0.024
Sumatera Utara,2/22/2021,63.979,1.802
Sumatera Utara,2/23/2021,65.2,1.221
Sumatera Utara,2/24/2021,66.745,1.545
Sumatera Utara,2/25/2021,67.57,0.825
Sumatera Utara,2/26/2021,67.988,0.418
Sumatera Utara,2/27/2021,68.648,0.66
Sumatera Utara,2/28/2021,68.68,0.032
Sumatera Utara,3/1/2021,69.567,0.887
Sumatera Utara,3/2/2021,70.718,1.151
Sumatera Utara,3/3/2021,74.15,3.432
Sumatera Utara,3/4/2021,79.883,5.733
Sumatera Utara,3/5/2021,86.953,7.07
Sumatera Utara,3/6/2021,89.492,2.539
Sumatera Utara,3/7/2021,90.018,0.526
Sumatera Utara,3/8/2021,97.972,7.954
Sumatera Utara,3/9/2021,106.632,8.66
Sumatera Utara,3/10/2021,118.113,11.481
Sumatera Utara,3/11/2021,119.104,0.991
Sumatera Utara,3/12/2021,127.482,8.378
Sumatera Utara,3/13/2021,131.607,4.125
Sumatera Utara,3/14/2021,131.846,0.239
Sumatera Utara,3/15/2021,140.536,8.69
Sumatera Utara,3/16/2021,149.395,8.859
Sumatera Utara,3/17/2021,158.723,9.328
Sumatera Utara,3/18/2021,169.391,10.668
Sumatera Utara,3/19/2021,177.626,8.235
Sumatera Utara,3/20/2021,181.498,3.872
Sumatera Utara,3/21/2021,181.788,0.29
Sumatera Utara,3/22/2021,192.762,10.974
Sumatera Utara,3/23/2021,206.676,13.914
Sumatera Utara,3/24/2021,219.533,12.857
Sumatera Utara,3/25/2021,232.876,13.343
Sumatera Utara,3/26/2021,241.81,8.934
Sumatera Utara,3/27/2021,245.09,3.28
Sumatera Utara,3/28/2021,245.603,0.513
Sumatera Utara,3/29/2021,256.658,11.055
Sumatera Utara,3/30/2021,266.367,9.709
Sumatera Utara,3/31/2021,275.973,9.606
Sumatera Utara,4/1/2021,283.733,7.76
Sumatera Utara,4/2/2021,284.063,0.33
Sumatera Utara,4/3/2021,286.59,2.527
Sumatera Utara,4/4/2021,286.618,0.028
Sumatera Utara,4/5/2021,292.792,6.174
Sumatera Utara,4/6/2021,299.399,6.607
Sumatera Utara,4/7/2021,309.202,9.803
Sumatera Utara,4/8/2021,318.589,9.387
Sumatera Utara,4/9/2021,326.619,8.03
Sumatera Utara,4/10/2021,332.627,6.008
Sumatera Utara,4/11/2021,333.607,0.98
Sumatera Utara,4/12/2021,344.239,10.632
Sumatera Utara,4/13/2021,351.6,7.361
Sumatera Utara,4/14/2021,359.062,7.462
Sumatera Utara,4/15/2021,366.894,7.832
Sumatera Utara,4/16/2021,372.467,5.573
Sumatera Utara,4/17/2021,375.266,2.799
Sumatera Utara,4/18/2021,375.637,0.371
Sumatera Utara,4/19/2021,383.829,8.192
Sumatera Utara,4/20/2021,391.491,7.662
Sumatera Utara,4/21/2021,397.791,6.3
Sumatera Utara,4/22/2021,404.844,7.053
Sumatera Utara,4/23/2021,409.558,4.714
Sumatera Utara,4/24/2021,411.909,2.351
Sumatera Utara,4/25/2021,412.479,0.57
Sumatera Utara,4/26/2021,417.668,5.189
Sumatera Utara,4/27/2021,422.99,5.322
Sumatera Utara,4/28/2021,429.32,6.33
Sumatera Utara,4/29/2021,436.199,6.879
Sumatera Utara,4/30/2021,441.95,5.751
Sumatera Utara,5/1/2021,444.066,2.116
Sumatera Utara,5/2/2021,444.473,0.407
Sumatera Utara,5/3/2021,452.23,7.757
Sumatera Utara,5/4/2021,460.221,7.991
Sumatera Utara,5/5/2021,468.493,8.272
Sumatera Utara,5/6/2021,478.49,9.997
Sumatera Utara,5/7/2021,488.679,10.189
Sumatera Utara,5/8/2021,494.408,5.729
Sumatera Utara,5/9/2021,495.075,0.667
Sumatera Utara,5/10/2021,503.86,8.785
Sumatera Utara,5/11/2021,510.525,6.665
Sumatera Utara,5/12/2021,512.357,1.832
Sumatera Utara,5/13/2021,512.428,0.071
Sumatera Utara,5/14/2021,512.46,0.032
Sumatera Utara,5/15/2021,513.128,0.668
Sumatera Utara,5/16/2021,513.173,0.045
Sumatera Utara,5/17/2021,517.333,4.16
Sumatera Utara,5/18/2021,525.762,8.429
Sumatera Utara,5/19/2021,535.912,10.15
Sumatera Utara,5/20/2021,547.749,11.837
Sumatera Utara,5/21/2021,557.241,9.492
Sumatera Utara,5/22/2021,560.048,2.807
Sumatera Utara,5/23/2021,560.106,0.058
Sumatera Utara,5/24/2021,570.577,10.471
Sumatera Utara,5/25/2021,582.242,11.665
Sumatera Utara,5/26/2021,582.841,0.599
Sumatera Utara,5/27/2021,594.762,11.921
Sumatera Utara,5/28/2021,605.032,10.27
Sumatera Utara,5/29/2021,610.177,5.145
Sumatera Utara,5/30/2021,610.297,0.12
Sumatera Utara,5/31/2021,619.301,9.004
Sumatera Utara,6/1/2021,619.814,0.513
Sumatera Utara,6/2/2021,629.058,9.244
Sumatera Utara,6/3/2021,642.216,13.158
Sumatera Utara,6/4/2021,656.13,13.914
Sumatera Utara,6/5/2021,662.015,5.885
Sumatera Utara,6/6/2021,662.099,0.084
Sumatera Utara,6/7/2021,677.922,15.823
Sumatera Utara,6/8/2021,697.568,19.646
Sumatera Utara,6/9/2021,719.316,21.748
Sumatera Utara,6/10/2021,743.267,23.951
Sumatera Utara,6/11/2021,757.953,14.686
Sumatera Utara,6/12/2021,762.923,4.97
Sumatera Utara,6/13/2021,763.879,0.956
Sumatera Utara,6/14/2021,780.107,16.228
Sumatera Utara,6/15/2021,801.005,20.898
Sumatera Utara,6/16/2021,828.492,27.487
Sumatera Utara,6/17/2021,857.106,28.614
Sumatera Utara,6/18/2021,880.025,22.919
Sumatera Utara,6/19/2021,890.19,10.165
Sumatera Utara,6/20/2021,890.385,0.195
Sumatera Utara,6/21/2021,908.778,18.393
Sumatera Utara,6/22/2021,929.616,20.838
Sumatera Utara,6/23/2021,957.299,27.683
